mac, time, freq, fftAccX, fftAccY, fftAccZ, fftVelocX, fftVelocY, fftVelocZ,
454822000005,2022-05-07T04:17:18.000Z,0,0.4359,4.0045,NaN,Infinity,Infinity,NaN
,,1287.5,0.012,NaN,NaN,0.0015,NaN,NaN
,,1290.625,0.0431,NaN,NaN,0.0053,NaN,NaN
,,1293.75,0.024,NaN,NaN,0.003,NaN,NaN
,,1296.875,0.103,NaN,NaN,0.0126,NaN,NaN
,,1300,0.0263,NaN,NaN,0.0032,NaN,NaN
,,1303.125,0.0144,NaN,NaN,0.0018,NaN,NaN
,,1306.25,0.0647,NaN,NaN,0.0079,NaN,NaN
,,1309.375,0.0766,NaN,NaN,0.0093,NaN,NaN
,,1312.5,0.024,NaN,NaN,0.0029,NaN,NaN
,,1315.625,0.0766,NaN,NaN,0.0093,NaN,NaN
,,1318.75,0.1221,NaN,NaN,0.0147,NaN,NaN
,,1321.875,0.0623,NaN,NaN,0.0075,NaN,NaN
,,1325,NaN,NaN,NaN,NaN,NaN,NaN
,,1328.125,NaN,NaN,NaN,NaN,NaN,NaN
,,1331.25,NaN,NaN,NaN,NaN,NaN,NaN
,,1334.375,NaN,NaN,NaN,NaN,NaN,NaN
,,1337.5,NaN,0,NaN,NaN,0,NaN
,,1340.625,NaN,0.0623,NaN,NaN,0.0074,NaN
,,1343.75,NaN,0.0742,NaN,NaN,0.0088,NaN
,,1346.875,NaN,0.0407,NaN,NaN,0.0048,NaN
,,1350,NaN,0.0216,NaN,NaN,0.0025,NaN
,,1353.125,NaN,0.0862,0.079,NaN,0.0101,0.0093
,,1356.25,NaN,0.1054,0.024,NaN,0.0124,0.0028
,,1359.375,NaN,0.0431,0.1006,NaN,0.005,0.0118
,,1362.5,NaN,0.0814,0.0838,NaN,0.0095,0.0098
,,1365.625,NaN,0.0455,0.182,NaN,0.0053,0.0212
,,1368.75,NaN,0.0671,0.0838,NaN,0.0078,0.0097
,,1371.875,NaN,0.0742,0.0431,NaN,0.0086,0.005
,,1375,NaN,NaN,0.0551,NaN,NaN,0.0064
,,1378.125,NaN,NaN,0.1677,NaN,NaN,0.0194
,,1381.25,NaN,NaN,0.1964,NaN,NaN,0.0226
,,1384.375,NaN,NaN,0.0766,NaN,NaN,0.0088
,,1387.5,NaN,NaN,0.0886,NaN,NaN,0.0102
,,1390.625,NaN,NaN,0.1006,NaN,NaN,0.0115
,,1393.75,NaN,NaN,0.2108,NaN,NaN,0.0241
,,1396.875,NaN,NaN,0.1174,NaN,NaN,0.0134
,,1400,NaN,NaN,0.0886,NaN,NaN,0.0101
,,1403.125,NaN,NaN,0.0575,NaN,NaN,0.0065
,,1406.25,NaN,NaN,0.1102,NaN,NaN,0.0125
,,1409.375,NaN,0,0.1653,NaN,0,0.0187
,,1412.5,NaN,0.0431,0.0766,NaN,0.0049,0.0086
,,1415.625,NaN,0.0311,0.1317,NaN,0.0035,0.0148
,,1418.75,NaN,0.0695,0.0982,NaN,0.0078,0.011
,,1421.875,NaN,0.0503,0.1844,NaN,0.0056,0.0206
,,1425,NaN,0.0263,NaN,NaN,0.0029,NaN
,,1428.125,NaN,0.0144,NaN,NaN,0.0016,NaN
,,1431.25,0,0.0335,NaN,0,0.0037,NaN
,,1434.375,0.0479,0.0431,NaN,0.0053,0.0048,NaN
,,1437.5,0.0503,0.0144,NaN,0.0056,0.0016,NaN
,,1440.625,0.0335,0.0192,NaN,0.0037,0.0021,NaN
,,1443.75,0.0958,0.0742,NaN,0.0106,0.0082,NaN
,,1446.875,0.0503,NaN,NaN,0.0055,NaN,NaN
,,1450,0.0311,NaN,NaN,0.0034,NaN,NaN
,,1453.125,0.0168,NaN,NaN,0.0018,NaN,NaN
,,1456.25,0.091,NaN,NaN,0.0099,NaN,NaN
,,1459.375,0.1102,NaN,NaN,0.012,NaN,NaN
,,1462.5,0.0144,NaN,NaN,0.0016,NaN,NaN
,,1465.625,0.0168,NaN,NaN,0.0018,NaN,NaN
,,1468.75,0.0503,NaN,NaN,0.0055,NaN,NaN
,,1471.875,0.0263,NaN,NaN,0.0028,NaN,NaN
,,1475,0.012,NaN,NaN,0.0013,NaN,NaN
,,1478.125,0.0599,NaN,NaN,0.0064,NaN,NaN
,,1481.25,0.0527,0,NaN,0.0057,0,NaN
,,1484.375,0.012,0.0431,NaN,0.0013,0.0046,NaN
,,1487.5,0.024,0.0359,NaN,0.0026,0.0038,NaN
,,1490.625,0.0359,0.0048,NaN,0.0038,0.0005,NaN
,,1493.75,0.0192,0.0359,NaN,0.002,0.0038,NaN
,,1496.875,0.0072,0.0263,0.0311,0.0008,0.0028,0.0033
,,1500,0.0287,0.0263,0.0623,0.003,0.0028,0.0066
,,1503.125,NaN,0.0287,0.0479,NaN,0.003,0.0051
,,1506.25,NaN,0.0144,0,NaN,0.0015,0
,,1509.375,NaN,0.0287,0.0263,NaN,0.003,0.0028
,,1512.5,NaN,0.0144,0.0335,NaN,0.0015,0.0035
,,1515.625,NaN,0.0192,0.0383,NaN,0.002,0.004
,,1518.75,NaN,NaN,0.0359,NaN,NaN,0.0038
,,1521.875,NaN,NaN,0.0479,NaN,NaN,0.005
,,1525,NaN,NaN,0.0431,NaN,NaN,0.0045
,,1528.125,NaN,NaN,0.0407,NaN,NaN,0.0042
,,1531.25,NaN,NaN,0.0311,NaN,NaN,0.0032
,,1534.375,NaN,NaN,0.0431,NaN,NaN,0.0045
,,1537.5,NaN,NaN,0.0311,NaN,NaN,0.0032
,,1540.625,NaN,NaN,0.024,NaN,NaN,0.0025
,,1543.75,NaN,NaN,0.0072,NaN,NaN,0.0007
,,1546.875,NaN,NaN,0.0383,NaN,NaN,0.0039
,,1550,NaN,NaN,0.0311,NaN,NaN,0.0032
,,1553.125,NaN,0,0.0311,NaN,0,0.0032
,,1556.25,NaN,0.0192,0.0144,NaN,0.002,0.0015
,,1559.375,NaN,0.024,0.0407,NaN,0.0024,0.0042
,,1562.5,NaN,0.0168,0.0359,NaN,0.0017,0.0037
,,1565.625,NaN,0.0144,0.0335,NaN,0.0015,0.0034
,,1568.75,NaN,0.0168,0.0168,NaN,0.0017,0.0017
,,1571.875,NaN,0.024,0.0359,NaN,0.0024,0.0036
,,1575,NaN,0.0263,0.0335,NaN,0.0027,0.0034
,,1578.125,NaN,0.0216,0.0287,NaN,0.0022,0.0029
,,1581.25,NaN,0.0168,0.0216,NaN,0.0017,0.0022
,,1584.375,NaN,0.0192,0.0311,NaN,0.0019,0.0031
,,1587.5,NaN,0.0192,0.0383,NaN,0.0019,0.0038
,,1590.625,NaN,NaN,0.0335,NaN,NaN,0.0034
,,1593.75,NaN,NaN,0.0216,NaN,NaN,0.0022
,,1596.875,NaN,NaN,0.0431,NaN,NaN,0.0043
,,1600,NaN,NaN,0,NaN,NaN,0
454822000005,2022-05-07T10:17:10.000Z,0,0.4263,4.0788,9.0653,Infinity,Infinity,Infinity
,,3.125,0.5604,0.2491,0.2108,28.5409,12.6866,10.736
,,6.25,0.1389,0.0575,0.0431,3.5371,1.4642,1.0975
,,9.375,0.4119,0.2179,0.2682,6.9926,3.6992,4.5531
,,12.5,0.0814,0.2251,0.0958,1.0364,2.8661,1.2198
,,15.625,0.7856,0.3521,0.3209,8.0021,3.5865,3.2687
,,18.75,0.2515,0.1413,0.0479,2.1348,1.1994,0.4066
,,21.875,0.3617,0.273,NaN,2.6316,1.9863,NaN
,,25,0.0958,0.2323,NaN,0.6099,1.4789,NaN
,,28.125,1.2167,0.6443,NaN,6.8851,3.646,NaN
,,31.25,0.3018,0.2946,NaN,1.5371,1.5004,NaN
,,34.375,0.3593,0.2874,NaN,1.6635,1.3307,NaN
,,37.5,0.194,0.4622,NaN,0.8234,1.9616,NaN
,,40.625,3.868,1.7149,NaN,15.1535,6.7184,NaN
,,43.75,1.0969,NaN,NaN,3.9903,NaN,NaN
,,46.875,0.7928,NaN,NaN,2.6918,NaN,NaN
,,50,0.6467,NaN,NaN,2.0585,NaN,NaN
,,53.125,3.0393,NaN,NaN,9.1053,NaN,NaN
,,56.25,0.3401,NaN,NaN,0.9623,NaN,NaN
,,59.375,0.3353,NaN,0.182,0.8988,NaN,0.4879
,,62.5,0.115,NaN,0.1437,0.2928,NaN,0.3659
,,65.625,NaN,NaN,0.5125,NaN,NaN,1.2429
,,68.75,NaN,NaN,0.1006,NaN,NaN,0.2329
,,71.875,NaN,NaN,0.2515,NaN,NaN,0.5569
,,75,NaN,NaN,0.1485,NaN,NaN,0.3151
,,78.125,NaN,NaN,0.4551,NaN,NaN,0.9271
,,81.25,NaN,NaN,0.1533,NaN,NaN,0.3003
,,84.375,NaN,NaN,0.5101,NaN,NaN,0.9622
,,87.5,NaN,NaN,0.2778,NaN,NaN,0.5053
,,90.625,NaN,NaN,0.8886,NaN,NaN,1.5606
,,93.75,NaN,NaN,1.8993,NaN,NaN,3.2244
,,96.875,NaN,NaN,0.5149,NaN,NaN,0.8459
,,100,NaN,NaN,0.2323,NaN,NaN,0.3697
,,103.125,0.3209,NaN,0.1629,0.4953,NaN,0.2514
,,106.25,0.3305,NaN,0.2659,0.4951,NaN,0.3983
,,109.375,0.2563,NaN,0.0742,0.373,NaN,0.108
,,112.5,0.2371,NaN,0.0886,0.3354,NaN,0.1253
,,115.625,0.6299,0,0.2754,0.867,0,0.3791
,,118.75,0.5221,0.091,0.3066,0.6997,0.122,0.4109
,,121.875,0.5652,0.285,0.5628,0.7381,0.3722,0.735
,,125,0.2203,0.0623,0.0742,0.2805,0.0793,0.0945
,,128.125,0.2419,0.1772,0.2275,0.3005,0.2201,0.2826
,,131.25,0.4982,0.182,0.3712,0.6041,0.2207,0.4501
,,134.375,1.8394,0.7832,1.4945,2.1786,0.9276,1.7701
,,137.5,NaN,0.7976,1.6454,NaN,0.9232,1.9045
,,140.625,NaN,0.2347,0.7329,NaN,0.2656,0.8295
,,143.75,NaN,0.3688,0.4575,NaN,0.4083,0.5065
,,146.875,NaN,0.3808,0.8335,NaN,0.4126,0.9032
,,150,NaN,0.0551,0.1677,NaN,0.0585,0.1779
,,153.125,NaN,NaN,0.3209,NaN,NaN,0.3335
,,156.25,NaN,NaN,0.1772,NaN,NaN,0.1805
,,159.375,NaN,NaN,0.2682,NaN,NaN,0.2678
,,162.5,NaN,NaN,0.2108,NaN,NaN,0.2065
,,165.625,NaN,NaN,0.364,NaN,NaN,0.3498
,,168.75,NaN,NaN,0.1078,NaN,NaN,0.1017
,,171.875,NaN,NaN,0.2706,NaN,NaN,0.2506
,,175,0.8431,NaN,0.1916,0.7668,NaN,0.1743
,,178.125,2.4909,NaN,0.7928,2.2256,NaN,0.7084
,,181.25,1.3101,NaN,0.2659,1.1504,NaN,0.2335
,,184.375,2.0023,NaN,0.4934,1.7284,NaN,0.4259
,,187.5,2.2418,0,0.503,1.9029,0,0.427
,,190.625,3.3603,0.5557,0.6083,2.8056,0.464,0.5079
,,193.75,0.2203,0.0766,0.0479,0.181,0.0629,0.0393
,,196.875,1.0754,0.1916,0.2706,0.8694,0.1549,0.2188
,,200,0.2443,0.1557,0.0958,0.1944,0.1239,0.0762
,,203.125,0.9556,0.1557,0.1605,0.7487,0.122,0.1258
,,206.25,0.1844,0.1964,0.0551,0.1423,0.1516,0.0425
,,209.375,NaN,0.0886,0.1293,NaN,0.0673,0.0983
,,212.5,NaN,0.0479,0.0982,NaN,0.0359,0.0735
,,215.625,NaN,0.0647,0.091,NaN,0.0478,0.0672
,,218.75,NaN,0.17,0.0263,NaN,0.1237,0.0191
,,221.875,NaN,0.091,0.0742,NaN,0.0653,0.0532
,,225,NaN,0.1916,0.1485,NaN,0.1355,0.105
,,228.125,NaN,0.2802,0.1892,NaN,0.1955,0.132
,,231.25,NaN,0.6586,0.2203,NaN,0.4533,0.1516
,,234.375,NaN,0.0958,0.0934,NaN,0.0651,0.0634
,,237.5,NaN,0.1174,NaN,NaN,0.0787,NaN
,,240.625,NaN,0.0527,NaN,NaN,0.0349,NaN
,,243.75,NaN,0.1102,NaN,NaN,0.072,NaN
,,246.875,NaN,0.0862,NaN,NaN,0.0556,NaN
,,250,NaN,0.1437,NaN,NaN,0.0915,NaN
,,253.125,NaN,0.2084,NaN,NaN,0.131,NaN
,,256.25,NaN,0.273,NaN,NaN,0.1696,NaN
,,259.375,NaN,0.2251,NaN,NaN,0.1381,NaN
,,262.5,NaN,0.2467,NaN,NaN,0.1496,NaN
,,265.625,NaN,0.0072,NaN,NaN,0.0043,NaN
,,268.75,NaN,0.0144,NaN,NaN,0.0085,NaN
,,271.875,NaN,0.206,NaN,NaN,0.1206,NaN
,,275,NaN,0.1317,0.0862,NaN,0.0762,0.0499
,,278.125,NaN,0.1509,0.012,NaN,0.0864,0.0069
,,281.25,0,0.0742,0.0503,0,0.042,0.0285
,,284.375,1.2023,0.2778,0.1772,0.6729,0.1555,0.0992
,,287.5,0.0695,0.1677,0.1724,0.0385,0.0928,0.0954
,,290.625,0.1629,0.0695,0.0263,0.0892,0.0381,0.0144
,,293.75,0.2108,0.0958,0.1102,0.1142,0.0519,0.0597
,,296.875,0.6227,0.3114,0.1892,0.3338,0.1669,0.1014
,,300,0.5006,0.0383,0.1437,0.2656,0.0203,0.0762
,,303.125,0.2587,0.2587,0.0431,0.1358,0.1358,0.0226
,,306.25,0.4527,0.1916,0.0982,0.2353,0.0996,0.051
,,309.375,0.3425,0.2084,NaN,0.1762,0.1072,NaN
,,312.5,0.3425,0.1485,NaN,0.1744,0.0756,NaN
,,315.625,0.3832,0.1485,NaN,0.1932,0.0749,NaN
,,318.75,0.2611,0.2156,NaN,0.1304,0.1077,NaN
,,321.875,0.4718,0.194,NaN,0.2333,0.0959,NaN
,,325,0.9125,0.4431,NaN,0.4469,0.217,NaN
,,328.125,0.8023,0.3161,NaN,0.3892,0.1533,NaN
,,331.25,0.1317,NaN,NaN,0.0633,NaN,NaN
,,334.375,0.091,NaN,NaN,0.0433,NaN,NaN
,,337.5,0.1581,NaN,NaN,0.0746,NaN,NaN
,,340.625,0.1796,NaN,NaN,0.0839,NaN,NaN
,,343.75,0.1724,NaN,NaN,0.0798,NaN,NaN
,,346.875,0.0695,NaN,0.2275,0.0319,NaN,0.1044
,,350,0.194,NaN,0.0623,0.0882,NaN,0.0283
,,353.125,NaN,NaN,0.0958,NaN,NaN,0.0432
,,356.25,NaN,NaN,0.1365,NaN,NaN,0.061
,,359.375,NaN,NaN,0.0862,NaN,NaN,0.0382
,,362.5,NaN,NaN,0.0551,NaN,NaN,0.0242
,,365.625,NaN,NaN,0.206,NaN,NaN,0.0897
,,368.75,NaN,NaN,0.3281,NaN,NaN,0.1416
,,371.875,NaN,NaN,0.1174,NaN,NaN,0.0502
,,375,NaN,NaN,0.2587,NaN,NaN,0.1098
,,378.125,NaN,NaN,0.115,NaN,NaN,0.0484
,,381.25,NaN,NaN,0.1677,NaN,NaN,0.07
,,384.375,NaN,NaN,0.1221,NaN,NaN,0.0506
,,387.5,NaN,NaN,0.2227,NaN,NaN,0.0915
,,390.625,NaN,NaN,0.0814,NaN,NaN,0.0332
,,393.75,NaN,NaN,0.0814,NaN,NaN,0.0329
,,396.875,NaN,NaN,0.1389,NaN,NaN,0.0557
,,400,NaN,NaN,0.0958,NaN,NaN,0.0381
,,403.125,NaN,0,0.0599,NaN,0,0.0236
,,406.25,NaN,0.1102,0.2299,NaN,0.0432,0.0901
,,409.375,NaN,0.0599,0.1485,NaN,0.0233,0.0577
,,412.5,NaN,0.2467,0.1629,NaN,0.0952,0.0629
,,415.625,NaN,0.3425,0.17,NaN,0.1312,0.0651
,,418.75,NaN,0.2347,0.1796,NaN,0.0892,0.0683
,,421.875,NaN,0.4455,0.1054,NaN,0.1681,0.0398
,,425,0,0.2467,0.0599,0,0.0924,0.0224
,,428.125,0.1485,0.4119,0.0934,0.0552,0.1531,0.0347
,,431.25,0.4048,0.1796,0.1198,0.1494,0.0663,0.0442
,,434.375,0.3593,0.0886,0.1916,0.1316,0.0325,0.0702
,,437.5,0.4551,0.1078,0.1413,0.1656,0.0392,0.0514
,,440.625,0.5197,NaN,0.2419,0.1877,NaN,0.0874
,,443.75,0.1221,NaN,0.2443,0.0438,NaN,0.0876
,,446.875,0.4646,NaN,0.1389,0.1655,NaN,0.0495
,,450,0.3976,NaN,0.2347,0.1406,NaN,0.083
,,453.125,0.1102,NaN,0.024,0.0387,NaN,0.0084
,,456.25,0.5461,NaN,0.2108,0.1905,NaN,0.0735
,,459.375,0.182,NaN,0.1126,0.0631,NaN,0.039
,,462.5,NaN,NaN,0.4455,NaN,NaN,0.1533
,,465.625,NaN,NaN,0.0623,NaN,NaN,0.0213
,,468.75,NaN,NaN,0.2778,NaN,NaN,0.0943
,,471.875,NaN,NaN,0.1868,NaN,NaN,0.063
,,475,NaN,0,0.0695,NaN,0,0.0233
,,478.125,NaN,0.2395,0.2299,NaN,0.0797,0.0765
,,481.25,NaN,0.0671,0.1413,NaN,0.0222,0.0467
,,484.375,NaN,0.0742,0.1437,NaN,0.0244,0.0472
,,487.5,NaN,0.1174,0.1557,NaN,0.0383,0.0508
,,490.625,NaN,0.0886,NaN,NaN,0.0287,NaN
,,493.75,NaN,0.1796,NaN,NaN,0.0579,NaN
,,496.875,NaN,0.2323,NaN,NaN,0.0744,NaN
,,500,NaN,0.1581,NaN,NaN,0.0503,NaN
,,503.125,NaN,0.1245,NaN,NaN,0.0394,NaN
,,506.25,NaN,0.206,NaN,NaN,0.0648,NaN
,,509.375,NaN,0.0335,NaN,NaN,0.0105,NaN
,,512.5,NaN,0.1509,NaN,NaN,0.0469,NaN
,,515.625,NaN,0.2659,NaN,NaN,0.0821,NaN
,,518.75,NaN,0.103,NaN,NaN,0.0316,NaN
,,521.875,NaN,0.2156,NaN,NaN,0.0658,NaN
,,525,NaN,0.1509,0,NaN,0.0457,0
,,528.125,NaN,0.1006,0.0886,NaN,0.0303,0.0267
,,531.25,NaN,0.0647,0.0934,NaN,0.0194,0.028
,,534.375,0.2275,0.1126,0.0216,0.0678,0.0335,0.0064
,,537.5,0.1868,0.1389,0.0719,0.0553,0.0411,0.0213
,,540.625,0.1605,0.3209,0.2084,0.0472,0.0945,0.0614
,,543.75,0.0263,0.0359,0.0575,0.0077,0.0105,0.0168
,,546.875,0.3497,0.1341,0.1269,0.1018,0.039,0.0369
,,550,0.388,0.285,0.1221,0.1123,0.0825,0.0353
,,553.125,0.4359,0.1724,0.0575,0.1254,0.0496,0.0165
,,556.25,0.5557,0.6898,0.3736,0.159,0.1974,0.1069
,,559.375,0.2132,0.1605,0.0527,0.0607,0.0457,0.015
,,562.5,0.1389,0.2371,NaN,0.0393,0.0671,NaN
,,565.625,0.309,0.2179,NaN,0.0869,0.0613,NaN
,,568.75,NaN,0.1317,NaN,NaN,0.0369,NaN
,,571.875,NaN,0.206,NaN,NaN,0.0573,NaN
,,575,NaN,0.2563,NaN,NaN,0.0709,NaN
,,578.125,NaN,0.0599,NaN,NaN,0.0165,NaN
,,581.25,NaN,0.1581,NaN,NaN,0.0433,NaN
,,584.375,NaN,0.0862,NaN,NaN,0.0235,NaN
,,587.5,NaN,0.0766,NaN,NaN,0.0208,NaN
,,590.625,NaN,0.1198,NaN,NaN,0.0323,NaN
,,593.75,NaN,0.182,NaN,NaN,0.0488,NaN
,,596.875,NaN,0.3018,0,NaN,0.0805,0
,,600,NaN,0.3569,0.1437,NaN,0.0947,0.0381
,,603.125,NaN,0.1245,0.1605,NaN,0.0329,0.0424
,,606.25,0.3736,0.0719,0.1772,0.0981,0.0189,0.0465
,,609.375,0.273,0.2036,0.2395,0.0713,0.0532,0.0626
,,612.5,0.6155,0.1174,0.2611,0.1599,0.0305,0.0678
,,615.625,0.1677,0.1269,0.0407,0.0434,0.0328,0.0105
,,618.75,0.3233,0.0551,0.103,0.0832,0.0142,0.0265
,,621.875,0.0719,0.1581,0.0599,0.0184,0.0405,0.0153
,,625,0.194,0.1269,0.2443,0.0494,0.0323,0.0622
,,628.125,0.1461,0.1533,0.0551,0.037,0.0388,0.014
,,631.25,0.2227,0.091,0.0503,0.0561,0.0229,0.0127
,,634.375,0.1796,0.1796,0.1677,0.0451,0.0451,0.0421
,,637.5,0.0766,0.1078,0.1317,0.0191,0.0269,0.0329
,,640.625,0.1174,0.1317,0.1964,0.0292,0.0327,0.0488
,,643.75,0.2922,0.1581,0.0838,0.0722,0.0391,0.0207
,,646.875,0.273,0.1126,0.1557,0.0672,0.0277,0.0383
,,650,0.2156,0.103,0.0958,0.0528,0.0252,0.0235
,,653.125,0.0527,0.0383,0.091,0.0128,0.0093,0.0222
,,656.25,0.2874,0.182,0.0982,0.0697,0.0441,0.0238
,,659.375,0.1245,0.1796,0.0766,0.0301,0.0434,0.0185
,,662.5,0.0359,0.091,0.0479,0.0086,0.0219,0.0115
,,665.625,0.115,0.0527,0.0359,0.0275,0.0126,0.0086
,,668.75,0.1868,0.1509,NaN,0.0445,0.0359,NaN
,,671.875,0.2371,0.1916,NaN,0.0562,0.0454,NaN
,,675,0.3114,0.0263,NaN,0.0734,0.0062,NaN
,,678.125,NaN,0.0958,NaN,NaN,0.0225,NaN
,,681.25,NaN,0.103,NaN,NaN,0.0241,NaN
,,684.375,NaN,0.0647,NaN,NaN,0.015,NaN
,,687.5,NaN,0.194,NaN,NaN,0.0449,NaN
,,690.625,NaN,0.0455,NaN,NaN,0.0105,NaN
,,693.75,NaN,0.0455,NaN,NaN,0.0104,NaN
,,696.875,NaN,0.0814,NaN,NaN,0.0186,NaN
,,700,NaN,0.0383,NaN,NaN,0.0087,NaN
,,703.125,NaN,0.0263,NaN,NaN,0.006,NaN
,,706.25,NaN,0.0814,NaN,NaN,0.0183,NaN
,,709.375,NaN,0.0814,NaN,NaN,0.0183,NaN
,,712.5,0,0.0719,NaN,0,0.0161,NaN
,,715.625,0.1509,0.0838,NaN,0.0336,0.0186,NaN
,,718.75,0.0527,0.0431,NaN,0.0117,0.0095,NaN
,,721.875,0.2659,0.1174,NaN,0.0586,0.0259,NaN
,,725,0.1269,0.0335,NaN,0.0279,0.0074,NaN
,,728.125,0.0479,0.0575,NaN,0.0105,0.0126,NaN
,,731.25,0.1988,0.1413,NaN,0.0433,0.0308,NaN
,,734.375,0.0599,0.1245,NaN,0.013,0.027,NaN
,,737.5,0.0527,0.0455,NaN,0.0114,0.0098,NaN
,,740.625,0.0479,0.1198,NaN,0.0103,0.0257,NaN
,,743.75,0.17,0.0647,NaN,0.0364,0.0138,NaN
,,746.875,0.1221,0.1437,NaN,0.026,0.0306,NaN
,,750,0.1221,0.0431,NaN,0.0259,0.0091,NaN
,,753.125,0.0263,0.0359,NaN,0.0056,0.0076,NaN
,,756.25,0.0671,0.1461,NaN,0.0141,0.0307,NaN
,,759.375,0.0216,0.0623,NaN,0.0045,0.0131,NaN
,,762.5,0.1006,0.0742,NaN,0.021,0.0155,NaN
,,765.625,0.1868,0.0982,NaN,0.0388,0.0204,NaN
,,768.75,0.0742,0.0503,NaN,0.0154,0.0104,NaN
,,771.875,0.1054,0.0814,NaN,0.0217,0.0168,NaN
,,775,0.0599,0.0671,NaN,0.0123,0.0138,NaN
,,778.125,0.2299,0.0838,0.0862,0.047,0.0171,0.0176
,,781.25,0.0671,0.0503,0.0335,0.0137,0.0102,0.0068
,,784.375,NaN,0.079,0.0072,NaN,0.016,0.0015
,,787.5,NaN,0.0958,0.0503,NaN,0.0194,0.0102
,,790.625,NaN,0.0766,0.0647,NaN,0.0154,0.013
,,793.75,NaN,0.079,0.0503,NaN,0.0158,0.0101
,,796.875,NaN,0.0647,0.024,NaN,0.0129,0.0048
,,800,NaN,NaN,0.115,NaN,NaN,0.0229
,,803.125,NaN,NaN,0.0838,NaN,NaN,0.0166
,,806.25,NaN,NaN,0.1174,NaN,NaN,0.0232
,,809.375,NaN,NaN,0.1461,NaN,NaN,0.0287
,,812.5,NaN,NaN,NaN,NaN,NaN,NaN
,,815.625,NaN,NaN,NaN,NaN,NaN,NaN
,,818.75,NaN,NaN,NaN,NaN,NaN,NaN
,,821.875,NaN,NaN,NaN,NaN,NaN,NaN
,,825,NaN,NaN,NaN,NaN,NaN,NaN
,,828.125,NaN,NaN,NaN,NaN,NaN,NaN
,,831.25,NaN,NaN,NaN,NaN,NaN,NaN
,,834.375,NaN,0,NaN,NaN,0,NaN
,,837.5,NaN,0.0719,NaN,NaN,0.0137,NaN
,,840.625,NaN,0.0719,NaN,NaN,0.0136,NaN
,,843.75,NaN,0.17,NaN,NaN,0.0321,NaN
,,846.875,NaN,0.182,NaN,NaN,0.0342,NaN
,,850,NaN,0.0742,NaN,NaN,0.0139,NaN
,,853.125,NaN,0.0359,NaN,NaN,0.0067,NaN
,,856.25,NaN,0.0503,NaN,NaN,0.0093,NaN
,,859.375,NaN,0.0958,NaN,NaN,0.0177,NaN
,,862.5,NaN,0.0671,NaN,NaN,0.0124,NaN
,,865.625,NaN,0.0479,NaN,NaN,0.0088,NaN
,,868.75,NaN,0.103,NaN,NaN,0.0189,NaN
,,871.875,NaN,0.0886,NaN,NaN,0.0162,NaN
,,875,NaN,0.1341,NaN,NaN,0.0244,NaN
,,878.125,NaN,0.0742,NaN,NaN,0.0134,NaN
,,881.25,NaN,0.0934,NaN,NaN,0.0169,NaN
,,884.375,NaN,0.0359,NaN,NaN,0.0065,NaN
,,887.5,NaN,0.1892,NaN,NaN,0.0339,NaN
,,890.625,NaN,0.1006,NaN,NaN,0.018,NaN
,,893.75,NaN,0.1221,NaN,NaN,0.0217,NaN
,,896.875,NaN,0.0623,NaN,NaN,0.0111,NaN
,,900,NaN,0.0168,NaN,NaN,0.003,NaN
,,903.125,NaN,0.0072,NaN,NaN,0.0013,NaN
,,906.25,NaN,NaN,NaN,NaN,NaN,NaN
,,909.375,NaN,NaN,NaN,NaN,NaN,NaN
,,912.5,NaN,NaN,NaN,NaN,NaN,NaN
,,915.625,NaN,NaN,NaN,NaN,NaN,NaN
,,918.75,NaN,NaN,NaN,NaN,NaN,NaN
,,921.875,NaN,NaN,NaN,NaN,NaN,NaN
,,925,NaN,NaN,NaN,NaN,NaN,NaN
,,928.125,0,NaN,NaN,0,NaN,NaN
,,931.25,0.0383,NaN,NaN,0.0065,NaN,NaN
,,934.375,0.1461,NaN,NaN,0.0249,NaN,NaN
,,937.5,0.0431,NaN,NaN,0.0073,NaN,NaN
,,940.625,0.0647,NaN,NaN,0.0109,NaN,NaN
,,943.75,0.1629,NaN,NaN,0.0275,NaN,NaN
,,946.875,0.1389,NaN,NaN,0.0233,NaN,NaN
,,950,0.2419,NaN,NaN,0.0405,NaN,NaN
,,953.125,0.2635,NaN,NaN,0.044,NaN,NaN
,,956.25,0.1509,NaN,0,0.0251,NaN,0
,,959.375,0.1605,NaN,0.1677,0.0266,NaN,0.0278
,,962.5,0.0407,NaN,0.1581,0.0067,NaN,0.0261
,,965.625,NaN,NaN,0.0431,NaN,NaN,0.0071
,,968.75,NaN,NaN,0.2012,NaN,NaN,0.0331
,,971.875,NaN,NaN,0.091,NaN,NaN,0.0149
,,975,NaN,NaN,0.0623,NaN,NaN,0.0102
,,978.125,NaN,0,0.1916,NaN,0,0.0312
,,981.25,NaN,0.1221,0.0695,NaN,0.0198,0.0113
,,984.375,NaN,0.091,0.0814,NaN,0.0147,0.0132
,,987.5,NaN,0.1341,0.2395,NaN,0.0216,0.0386
,,990.625,NaN,0.0766,0.2706,NaN,0.0123,0.0435
,,993.75,NaN,0.1557,0.1126,NaN,0.0249,0.018
,,996.875,NaN,0.0144,0.1126,NaN,0.0023,0.018
,,1000,0,0.0144,0.1198,0,0.0023,0.0191
,,1003.125,0.0814,0.1796,0.2299,0.0129,0.0285,0.0365
,,1006.25,0.2347,0.0862,0.2132,0.0371,0.0136,0.0337
